Year,Business (Main),Business (All),Status,Holding Name,Postcode,Field Group,Parent Field Name,Field Defined Name,Part Field Reference,Official Area ha,Map Sheet,NG Number,Field Number,Field Reference,Crop Group,Variety,Actual Issued Date,Product Name,Application Area ha,Rate per Application Area ha,Working Area ha,Rate per Working Area ha,Quantity,Units,Fertiliser Nutrient Name,Fertiliser Nutrient Rate per Working Area,Crop Sequence
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bottom/Top Simons,Bottom/Top Simons.B,B,18.84,SK8851,8636,125,Bottom/Top Simons,Rape Winter,LG Adeline,45148,Kalfos,18.84,509.047,18.84,509.047,9590.437,kg,CaO,167.99,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bottom/Top Simons,Bottom/Top Simons.B,B,18.84,SK8851,8636,125,Bottom/Top Simons,Rape Winter,LG Adeline,45148,Kalfos,18.84,509.047,18.84,509.047,9590.437,kg,K2O,20.36,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bottom/Top Simons,Bottom/Top Simons.B,B,18.84,SK8851,8636,125,Bottom/Top Simons,Rape Winter,LG Adeline,45148,Kalfos,18.84,509.047,18.84,509.047,9590.437,kg,MgO,5.09,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bottom/Top Simons,Bottom/Top Simons.B,B,18.84,SK8851,8636,125,Bottom/Top Simons,Rape Winter,LG Adeline,45148,Kalfos,18.84,509.047,18.84,509.047,9590.437,kg,Na2O,50.9,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bottom/Top Simons,Bottom/Top Simons.B,B,18.84,SK8851,8636,125,Bottom/Top Simons,Rape Winter,LG Adeline,45148,Kalfos,18.84,509.047,18.84,509.047,9590.437,kg,P2O5,122.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bottom/Top Simons,Bottom/Top Simons.B,B,18.84,SK8851,8636,125,Bottom/Top Simons,Rape Winter,LG Adeline,45148,Kalfos,18.84,509.047,18.84,509.047,9590.437,kg,SO3,30.54,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Concrete Field,Concrete Field.C,C,4.81,SK8851,6301,138,Concrete Field,Rape Winter,LG Adeline,45148,Kalfos,4.81,509.047,4.81,509.047,2448.514,kg,CaO,167.99,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Concrete Field,Concrete Field.C,C,4.81,SK8851,6301,138,Concrete Field,Rape Winter,LG Adeline,45148,Kalfos,4.81,509.047,4.81,509.047,2448.514,kg,K2O,20.36,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Concrete Field,Concrete Field.C,C,4.81,SK8851,6301,138,Concrete Field,Rape Winter,LG Adeline,45148,Kalfos,4.81,509.047,4.81,509.047,2448.514,kg,MgO,5.09,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Concrete Field,Concrete Field.C,C,4.81,SK8851,6301,138,Concrete Field,Rape Winter,LG Adeline,45148,Kalfos,4.81,509.047,4.81,509.047,2448.514,kg,Na2O,50.9,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Concrete Field,Concrete Field.C,C,4.81,SK8851,6301,138,Concrete Field,Rape Winter,LG Adeline,45148,Kalfos,4.81,509.047,4.81,509.047,2448.514,kg,P2O5,122.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Concrete Field,Concrete Field.C,C,4.81,SK8851,6301,138,Concrete Field,Rape Winter,LG Adeline,45148,Kalfos,4.81,509.047,4.81,509.047,2448.514,kg,SO3,30.54,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North 20ac,North 20ac.B,B,7.26,SK8951,294,247,North 20ac,Rape Winter,LG Adeline,45148,Kalfos,7.26,509.047,7.26,509.047,3695.678,kg,CaO,167.99,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North 20ac,North 20ac.B,B,7.26,SK8951,294,247,North 20ac,Rape Winter,LG Adeline,45148,Kalfos,7.26,509.047,7.26,509.047,3695.678,kg,K2O,20.36,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North 20ac,North 20ac.B,B,7.26,SK8951,294,247,North 20ac,Rape Winter,LG Adeline,45148,Kalfos,7.26,509.047,7.26,509.047,3695.678,kg,MgO,5.09,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North 20ac,North 20ac.B,B,7.26,SK8951,294,247,North 20ac,Rape Winter,LG Adeline,45148,Kalfos,7.26,509.047,7.26,509.047,3695.678,kg,Na2O,50.9,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North 20ac,North 20ac.B,B,7.26,SK8951,294,247,North 20ac,Rape Winter,LG Adeline,45148,Kalfos,7.26,509.047,7.26,509.047,3695.678,kg,P2O5,122.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North 20ac,North 20ac.B,B,7.26,SK8951,294,247,North 20ac,Rape Winter,LG Adeline,45148,Kalfos,7.26,509.047,7.26,509.047,3695.678,kg,SO3,30.54,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North Field,North Field.B,B,30.92,SK8851,3826,249,,Rape Winter,LG Adeline,45148,Kalfos,30.92,509.047,30.92,509.047,15739.72,kg,CaO,167.99,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North Field,North Field.B,B,30.92,SK8851,3826,249,,Rape Winter,LG Adeline,45148,Kalfos,30.92,509.047,30.92,509.047,15739.72,kg,K2O,20.36,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North Field,North Field.B,B,30.92,SK8851,3826,249,,Rape Winter,LG Adeline,45148,Kalfos,30.92,509.047,30.92,509.047,15739.72,kg,MgO,5.09,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North Field,North Field.B,B,30.92,SK8851,3826,249,,Rape Winter,LG Adeline,45148,Kalfos,30.92,509.047,30.92,509.047,15739.72,kg,Na2O,50.9,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North Field,North Field.B,B,30.92,SK8851,3826,249,,Rape Winter,LG Adeline,45148,Kalfos,30.92,509.047,30.92,509.047,15739.72,kg,P2O5,122.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,North Field,North Field.B,B,30.92,SK8851,3826,249,,Rape Winter,LG Adeline,45148,Kalfos,30.92,509.047,30.92,509.047,15739.72,kg,SO3,30.54,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Balloon Field,Balloon Field.B,B,18.84,SK8849,764,110,Balloon Field,Wheat Winter,Crusoe,45463,Nufol,18.84,0.21,18.84,0.21,3.962,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B,B,13.7,SK8947,9181,126,Brandon Field,Wheat Spring,Nissaba,45483,Nufol,13.7,0.21,13.7,0.21,2.881,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B,B,29.9,SK8948,4604,127,Bridge Field Stub,Wheat Spring,KWS Cochise,45483,Nufol,29.9,0.21,29.9,0.21,6.287,m3,N,42.06,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Conifer Field,Conifer Field.C,C,21.42,SK8749,9636,139,Conifer Field,Wheat Winter,Crusoe,45463,Nufol,21.42,0.21,21.42,0.21,4.504,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,England Field,England Field.C,C,30.92,SK8850,7215,166,England Field,Wheat Winter,Crusoe,45463,Nufol,30.92,0.21,30.92,0.21,6.502,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Little Gates,Little Gates.C,C,41.1,SK8748,9425,225,,Wheat Winter,KWS Extase,45463,Nufol,41.1,0.21,41.1,0.21,8.643,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Long Field (Stubton),Long Field (Stubton).B,B,30.88,SK8850,4818,228,,Wheat Winter,Crusoe,45463,Nufol,30.88,0.21,30.88,0.21,6.494,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Middle Field,Middle Field.C,C,22.02,SK8750,9738,236,,Wheat Winter,Crusoe,45463,Nufol,22.02,0.21,22.02,0.21,4.63,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Rectory,Rectory.B,B,17.33,SK8748,6143,262,,Wheat Winter,KWS Extase,45463,Nufol,17.33,0.21,17.33,0.21,3.644,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Rookery,Rookery.B,B,13.34,SK8749,9194,264,,Wheat Winter,Crusoe,45463,Nufol,13.34,0.21,13.34,0.21,2.805,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B,B,9.44,SK8850,3266,315,,Wheat Winter,Crusoe,45463,Nufol,9.44,0.21,9.44,0.21,1.985,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Warren,Warren.B,B,13.27,SK8948,331,322,,Wheat Spring,Nissaba,45483,Nufol,13.27,0.21,13.27,0.21,2.79,m3,N,42.06,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Wedding Field,Wedding Field.B,B,5.9,SK8849,7054,323,,Wheat Winter,Crusoe,45463,Nufol,5.9,0.21,5.9,0.21,1.241,m3,N,42.06,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Balloon Field,Balloon Field.B,B,18.84,SK8849,764,110,Balloon Field,Wheat Winter,Crusoe,45323,Nuram N35s,18.84,0.144,18.84,0.144,2.716,m3,N,50.46,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Balloon Field,Balloon Field.B,B,18.84,SK8849,764,110,Balloon Field,Wheat Winter,Crusoe,45323,Nuram N35s,18.84,0.144,18.84,0.144,2.716,m3,SO3,7.21,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Balloon Field,Balloon Field.B,B,18.84,SK8849,764,110,Balloon Field,Wheat Winter,Crusoe,45371,Nuram N35s,18.84,0.283,18.84,0.283,5.338,m3,N,99.16,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Balloon Field,Balloon Field.B,B,18.84,SK8849,764,110,Balloon Field,Wheat Winter,Crusoe,45371,Nuram N35s,18.84,0.283,18.84,0.283,5.338,m3,SO3,14.17,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B,B,13.7,SK8947,9181,126,Brandon Field,Wheat Spring,Nissaba,45360,Nuram N35s,13.7,0.288,13.7,0.288,3.95,m3,N,100.91,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B,B,13.7,SK8947,9181,126,Brandon Field,Wheat Spring,Nissaba,45360,Nuram N35s,13.7,0.288,13.7,0.288,3.95,m3,SO3,14.42,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B,B,13.7,SK8947,9181,126,Brandon Field,Wheat Spring,Nissaba,45408,Nuram N35s,13.7,0.144,13.7,0.144,1.975,m3,N,50.47,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Brandon Field,Brandon Field.B,B,13.7,SK8947,9181,126,Brandon Field,Wheat Spring,Nissaba,45408,Nuram N35s,13.7,0.144,13.7,0.144,1.975,m3,SO3,7.21,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B,B,29.9,SK8948,4604,127,Bridge Field Stub,Wheat Spring,KWS Cochise,45360,Nuram N35s,29.9,0.288,29.9,0.288,8.62,m3,N,100.91,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B,B,29.9,SK8948,4604,127,Bridge Field Stub,Wheat Spring,KWS Cochise,45360,Nuram N35s,29.9,0.288,29.9,0.288,8.62,m3,SO3,14.42,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B,B,29.9,SK8948,4604,127,Bridge Field Stub,Wheat Spring,KWS Cochise,45408,Nuram N35s,29.9,0.144,29.9,0.144,4.311,m3,N,50.46,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bridge Field Stub,Bridge Field Stub.B,B,29.9,SK8948,4604,127,Bridge Field Stub,Wheat Spring,KWS Cochise,45408,Nuram N35s,29.9,0.144,29.9,0.144,4.311,m3,SO3,7.21,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bullock Field,Bullock Field.B,B,21.56,SK8949,6209,128,Bullock Field,Sugar Beet,Button,45408,Nuram N35s,21.56,0.283,21.56,0.283,6.109,m3,N,99.18,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Bullock Field,Bullock Field.B,B,21.56,SK8949,6209,128,Bullock Field,Sugar Beet,Button,45408,Nuram N35s,21.56,0.283,21.56,0.283,6.109,m3,SO3,14.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Conifer Field,Conifer Field.C,C,21.42,SK8749,9636,139,Conifer Field,Wheat Winter,Crusoe,45323,Nuram N35s,21.42,0.144,21.42,0.144,3.088,m3,N,50.46,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Conifer Field,Conifer Field.C,C,21.42,SK8749,9636,139,Conifer Field,Wheat Winter,Crusoe,45323,Nuram N35s,21.42,0.144,21.42,0.144,3.088,m3,SO3,7.21,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Conifer Field,Conifer Field.C,C,21.42,SK8749,9636,139,Conifer Field,Wheat Winter,Crusoe,45370,Nuram N35s,21.42,0.283,21.42,0.283,6.069,m3,N,99.17,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Conifer Field,Conifer Field.C,C,21.42,SK8749,9636,139,Conifer Field,Wheat Winter,Crusoe,45370,Nuram N35s,21.42,0.283,21.42,0.283,6.069,m3,SO3,14.17,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Cow Field,Cow Field.B,B,41.1,SK8949,1806,142,Cow Field,Maize Forage,Resolute,45426,Nuram N35s,41.1,0.121,41.1,0.121,4.982,m3,N,42.43,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Cow Field,Cow Field.B,B,41.1,SK8949,1806,142,Cow Field,Maize Forage,Resolute,45426,Nuram N35s,41.1,0.121,41.1,0.121,4.982,m3,SO3,6.06,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Dryer Field,Dryer Field.B,B,15.93,SK8849,6421,163,Dryer Field,Sugar Beet,Button,45408,Nuram N35s,15.93,0.234,15.93,0.234,3.722,m3,N,81.77,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Dryer Field,Dryer Field.B,B,15.93,SK8849,6421,163,Dryer Field,Sugar Beet,Button,45408,Nuram N35s,15.93,0.234,15.93,0.234,3.722,m3,SO3,11.68,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,England Field,England Field.C,C,30.92,SK8850,7215,166,England Field,Wheat Winter,Crusoe,45323,Nuram N35s,30.92,0.144,30.92,0.144,4.457,m3,N,50.45,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,England Field,England Field.C,C,30.92,SK8850,7215,166,England Field,Wheat Winter,Crusoe,45323,Nuram N35s,30.92,0.144,30.92,0.144,4.457,m3,SO3,7.21,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,England Field,England Field.C,C,30.92,SK8850,7215,166,England Field,Wheat Winter,Crusoe,45370,Nuram N35s,30.92,0.283,30.92,0.283,8.761,m3,N,99.17,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,England Field,England Field.C,C,30.92,SK8850,7215,166,England Field,Wheat Winter,Crusoe,45370,Nuram N35s,30.92,0.283,30.92,0.283,8.761,m3,SO3,14.17,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Gorse Field,Gorse Field.B,B,16.36,SK8949,6185,197,,Oats Winter,Mascani,45323,Nuram N35s,16.36,0.229,16.36,0.229,3.741,m3,N,80.04,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Gorse Field,Gorse Field.B,B,16.36,SK8949,6185,197,,Oats Winter,Mascani,45323,Nuram N35s,16.36,0.229,16.36,0.229,3.741,m3,SO3,11.43,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Grahams Field,Grahams Field.B,B,2.53,SK8848,8556,198,,Rye Winter,KWS Tayo,45310,Nuram N35s,2.53,0.229,2.53,0.229,0.579,m3,N,80.04,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Grahams Field,Grahams Field.B,B,2.53,SK8848,8556,198,,Rye Winter,KWS Tayo,45310,Nuram N35s,2.53,0.229,2.53,0.229,0.579,m3,SO3,11.43,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Grahams Field,Grahams Field.B,B,2.53,SK8848,8556,198,,Rye Winter,KWS Tayo,45378,Nuram N35s,2.53,0.229,2.53,0.229,0.579,m3,N,80.04,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Grahams Field,Grahams Field.B,B,2.53,SK8848,8556,198,,Rye Winter,KWS Tayo,45378,Nuram N35s,2.53,0.229,2.53,0.229,0.579,m3,SO3,11.43,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Green Walk,Green Walk.B,B,4.22,SK8849,2707,199,,Sugar Beet,Button,45408,Nuram N35s,4.22,0.283,4.22,0.283,1.196,m3,N,99.19,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Green Walk,Green Walk.B,B,4.22,SK8849,2707,199,,Sugar Beet,Button,45408,Nuram N35s,4.22,0.283,4.22,0.283,1.196,m3,SO3,14.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Lane Field,Lane Field.B,B,12.06,SK9049,1464,218,,Sugar Beet,Button,45408,Nuram N35s,12.06,0.283,12.06,0.283,3.417,m3,N,99.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Lane Field,Lane Field.B,B,12.06,SK9049,1464,218,,Sugar Beet,Button,45408,Nuram N35s,12.06,0.283,12.06,0.283,3.417,m3,SO3,14.17,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Lillies Meadow,Lillies Meadow.B,B,6.72,SK8947,1490,224,,Rye Winter,KWS Tayo,45310,Nuram N35s,6.72,0.229,6.72,0.229,1.537,m3,N,80.04,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Lillies Meadow,Lillies Meadow.B,B,6.72,SK8947,1490,224,,Rye Winter,KWS Tayo,45310,Nuram N35s,6.72,0.229,6.72,0.229,1.537,m3,SO3,11.43,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Lillies Meadow,Lillies Meadow.B,B,6.72,SK8947,1490,224,,Rye Winter,KWS Tayo,45378,Nuram N35s,6.72,0.229,6.72,0.229,1.537,m3,N,80.04,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Lillies Meadow,Lillies Meadow.B,B,6.72,SK8947,1490,224,,Rye Winter,KWS Tayo,45378,Nuram N35s,6.72,0.229,6.72,0.229,1.537,m3,SO3,11.43,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed,Nocton Farms,LN4 2AB,Stubton Farm Block,Little Gates,Little Gates.C,C,41.1,SK8748,9425,225,,Wheat Winter,KWS Extase,45323,Nuram N35s,41.1,0.144,41.1,0.144,5.925,m3,N,50.46,2
